t_s,action,p_hat,u_prev,e_cmd,dt_s,u_raw,u_shaped,feed_scale,in,out
199.4,retract_suppressed,0.0,0.0,-0.09225,0.35,,,,G1 X98.114 Y112.313 E-0.09225,; [stabilizer] RETRACTION SUPPRESSED: G1 X98.114 Y112.313 E-0.09225 | G4 S0.35 ; dwell instead of retract | G1 X98.114 Y112.313 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
199.75,retract_suppressed,0.0,0.0,-1.92412,0.35,,,,G1 X87.687 Y101.886 E-1.92412,; [stabilizer] RETRACTION SUPPRESSED: G1 X87.687 Y101.886 E-1.92412 | G4 S0.35 ; dwell instead of retract | G1 X87.687 Y101.886 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
200.1,retract_suppressed,0.0,0.0,-0.31956,0.35,,,,G1 X87.368 Y99.458 E-0.31956,; [stabilizer] RETRACTION SUPPRESSED: G1 X87.368 Y99.458 E-0.31956 | G4 S0.35 ; dwell instead of retract | G1 X87.368 Y99.458 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
200.45,retract_suppressed,0.0,0.0,-0.09194,0.35,,,,G1 X87.460 Y98.760 E-0.09194,; [stabilizer] RETRACTION SUPPRESSED: G1 X87.460 Y98.760 E-0.09194 | G4 S0.35 ; dwell instead of retract | G1 X87.460 Y98.760 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
200.8,retract_suppressed,0.0,0.0,-2.5431,0.35,,,,G1 X101.240 Y112.540 E-2.54310,; [stabilizer] RETRACTION SUPPRESSED: G1 X101.240 Y112.540 E-2.54310 | G4 S0.35 ; dwell instead of retract | G1 X101.240 Y112.540 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
201.15,retract_suppressed,0.0,0.0,-0.31986,0.35,,,,G1 X103.670 Y112.220 E-0.31986,; [stabilizer] RETRACTION SUPPRESSED: G1 X103.670 Y112.220 E-0.31986 | G4 S0.35 ; dwell instead of retract | G1 X103.670 Y112.220 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
201.5,retract_suppressed,0.0,0.0,-0.01485,0.35,,,,G1 X103.776 Y112.177 E-0.01485,; [stabilizer] RETRACTION SUPPRESSED: G1 X103.776 Y112.177 E-0.01485 | G4 S0.35 ; dwell instead of retract | G1 X103.776 Y112.177 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
201.85,retract_suppressed,0.0,0.0,-2.94391,0.35,,,,G1 X87.823 Y96.224 E-2.94391,; [stabilizer] RETRACTION SUPPRESSED: G1 X87.823 Y96.224 E-2.94391 | G4 S0.35 ; dwell instead of retract | G1 X87.823 Y96.224 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
202.2,retract_suppressed,0.0,0.0,-0.28951,0.35,,,,G1 X88.672 Y94.175 E-0.28951,; [stabilizer] RETRACTION SUPPRESSED: G1 X88.672 Y94.175 E-0.28951 | G4 S0.35 ; dwell instead of retract | G1 X88.672 Y94.175 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
202.55,retract_suppressed,0.0,0.0,-3.16548,0.35,,,,G1 X105.825 Y111.328 E-3.16548,; [stabilizer] RETRACTION SUPPRESSED: G1 X105.825 Y111.328 E-3.16548 | G4 S0.35 ; dwell instead of retract | G1 X105.825 Y111.328 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
202.9,retract_suppressed,0.0,0.0,-0.10755,0.35,,,,G1 X106.587 Y111.012 E-0.10755,; [stabilizer] RETRACTION SUPPRESSED: G1 X106.587 Y111.012 E-0.10755 | G4 S0.35 ; dwell instead of retract | G1 X106.587 Y111.012 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
203.25,retract_suppressed,0.0,0.0,-0.16956,0.35,,,,G1 X107.618 Y110.221 E-0.16956,; [stabilizer] RETRACTION SUPPRESSED: G1 X107.618 Y110.221 E-0.16956 | G4 S0.35 ; dwell instead of retract | G1 X107.618 Y110.221 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
203.6,retract_suppressed,0.0,0.0,-3.29202,0.35,,,,G1 X89.779 Y92.382 E-3.29202,; [stabilizer] RETRACTION SUPPRESSED: G1 X89.779 Y92.382 E-3.29202 | G4 S0.35 ; dwell instead of retract | G1 X89.779 Y92.382 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
203.95,retract_suppressed,0.0,0.0,-0.24231,0.35,,,,G1 X90.909 Y90.909 E-0.24231,; [stabilizer] RETRACTION SUPPRESSED: G1 X90.909 Y90.909 E-0.24231 | G4 S0.35 ; dwell instead of retract | G1 X90.909 Y90.909 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
204.3,retract_suppressed,0.0,0.0,-0.02747,0.35,,,,G1 X91.076 Y90.781 E-0.02747,; [stabilizer] RETRACTION SUPPRESSED: G1 X91.076 Y90.781 E-0.02747 | G4 S0.35 ; dwell instead of retract | G1 X91.076 Y90.781 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
204.65,retract_suppressed,0.0,0.0,-3.34805,0.35,,,,G1 X109.219 Y108.924 E-3.34805,; [stabilizer] RETRACTION SUPPRESSED: G1 X109.219 Y108.924 E-3.34805 | G4 S0.35 ; dwell instead of retract | G1 X109.219 Y108.924 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
205.0,retract_suppressed,0.0,0.0,-0.26978,0.35,,,,G1 X110.477 Y107.283 E-0.26978,; [stabilizer] RETRACTION SUPPRESSED: G1 X110.477 Y107.283 E-0.26978 | G4 S0.35 ; dwell instead of retract | G1 X110.477 Y107.283 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
205.35,retract_suppressed,0.0,0.0,-3.27768,0.35,,,,G1 X92.717 Y89.523 E-3.27768,; [stabilizer] RETRACTION SUPPRESSED: G1 X92.717 Y89.523 E-3.27768 | G4 S0.35 ; dwell instead of retract | G1 X92.717 Y89.523 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
205.7,retract_suppressed,0.0,0.0,-0.11461,0.35,,,,G1 X93.413 Y88.988 E-0.11461,; [stabilizer] RETRACTION SUPPRESSED: G1 X93.413 Y88.988 E-0.11461 | G4 S0.35 ; dwell instead of retract | G1 X93.413 Y88.988 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
206.05,retract_suppressed,0.0,0.0,-0.16652,0.35,,,,G1 X94.592 Y88.499 E-0.16652,; [stabilizer] RETRACTION SUPPRESSED: G1 X94.592 Y88.499 E-0.16652 | G4 S0.35 ; dwell instead of retract | G1 X94.592 Y88.499 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
206.4,retract_suppressed,0.0,0.0,-3.12035,0.35,,,,G1 X111.501 Y105.408 E-3.12035,; [stabilizer] RETRACTION SUPPRESSED: G1 X111.501 Y105.408 E-3.12035 | G4 S0.35 ; dwell instead of retract | G1 X111.501 Y105.408 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
206.75,retract_suppressed,0.0,0.0,-0.2454,0.35,,,,G1 X112.220 Y103.670 E-0.24540,; [stabilizer] RETRACTION SUPPRESSED: G1 X112.220 Y103.670 E-0.24540 | G4 S0.35 ; dwell instead of retract | G1 X112.220 Y103.670 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
207.1,retract_suppressed,0.0,0.0,-0.05138,0.35,,,,G1 X112.272 Y103.280 E-0.05138,; [stabilizer] RETRACTION SUPPRESSED: G1 X112.272 Y103.280 E-0.05138 | G4 S0.35 ; dwell instead of retract | G1 X112.272 Y103.280 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
207.45,retract_suppressed,0.0,0.0,-2.86999,0.35,,,,G1 X96.720 Y87.728 E-2.86999,; [stabilizer] RETRACTION SUPPRESSED: G1 X96.720 Y87.728 E-2.86999 | G4 S0.35 ; dwell instead of retract | G1 X96.720 Y87.728 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
207.8,retract_suppressed,0.0,0.0,-0.06423,0.35,,,,G1 X97.208 Y87.664 E-0.06423,; [stabilizer] RETRACTION SUPPRESSED: G1 X97.208 Y87.664 E-0.06423 | G4 S0.35 ; dwell instead of retract | G1 X97.208 Y87.664 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
208.15,retract_suppressed,0.0,0.0,-0.08037,0.35,,,,G1 X97.288 Y87.053 E-0.08037,; [stabilizer] RETRACTION SUPPRESSED: G1 X97.288 Y87.053 E-0.08037 | G4 S0.35 ; dwell instead of retract | G1 X97.288 Y87.053 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
208.5,retract_suppressed,0.0,0.0,-0.19256,0.35,,,,G1 X98.751 Y86.861 E-0.19256,; [stabilizer] RETRACTION SUPPRESSED: G1 X98.751 Y86.861 E-0.19256 | G4 S0.35 ; dwell instead of retract | G1 X98.751 Y86.861 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
208.85,retract_suppressed,0.0,0.0,-2.55734,0.35,,,,G1 X112.609 Y100.718 E-2.55734,; [stabilizer] RETRACTION SUPPRESSED: G1 X112.609 Y100.718 E-2.55734 | G4 S0.35 ; dwell instead of retract | G1 X112.609 Y100.718 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
209.2,retract_suppressed,0.0,0.0,-0.02327,0.35,,,,G1 X112.632 Y100.542 E-0.02327,; [stabilizer] RETRACTION SUPPRESSED: G1 X112.632 Y100.542 E-0.02327 | G4 S0.35 ; dwell instead of retract | G1 X112.632 Y100.542 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
209.55,retract_suppressed,0.0,0.0,-0.40905,0.35,,,,G1 X112.223 Y97.434 E-0.40905,; [stabilizer] RETRACTION SUPPRESSED: G1 X112.223 Y97.434 E-0.40905 | G4 S0.35 ; dwell instead of retract | G1 X112.223 Y97.434 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
209.9,retract_suppressed,0.0,0.0,-1.90963,0.35,,,,G1 X101.875 Y87.086 E-1.90963,; [stabilizer] RETRACTION SUPPRESSED: G1 X101.875 Y87.086 E-1.90963 | G4 S0.35 ; dwell instead of retract | G1 X101.875 Y87.086 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
210.25,retract_suppressed,0.0,0.0,-0.11415,0.35,,,,G1 X102.743 Y87.200 E-0.11415,; [stabilizer] RETRACTION SUPPRESSED: G1 X102.743 Y87.200 E-0.11415 | G4 S0.35 ; dwell instead of retract | G1 X102.743 Y87.200 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
210.6,retract_suppressed,0.0,0.0,-0.43234,0.35,,,,G1 X105.803 Y88.468 E-0.43234,; [stabilizer] RETRACTION SUPPRESSED: G1 X105.803 Y88.468 E-0.43234 | G4 S0.35 ; dwell instead of retract | G1 X105.803 Y88.468 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
210.95,retract_suppressed,0.0,0.0,-0.24954,0.35,,,,G1 X107.320 Y89.632 E-0.24954,; [stabilizer] RETRACTION SUPPRESSED: G1 X107.320 Y89.632 E-0.24954 | G4 S0.35 ; dwell instead of retract | G1 X107.320 Y89.632 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
211.3,retract_suppressed,0.0,0.0,-0.20002,0.35,,,,G1 X108.404 Y90.716 E-0.20002,; [stabilizer] RETRACTION SUPPRESSED: G1 X108.404 Y90.716 E-0.20002 | G4 S0.35 ; dwell instead of retract | G1 X108.404 Y90.716 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
211.65,retract_suppressed,0.0,0.0,-4.0,0.35,,,,G1 E-4.00000 F300.00000,; [stabilizer] RETRACTION SUPPRESSED: G1 E-4.00000 F300.00000 | G4 S0.35 ; dwell instead of retract | G1 E0.600 F120.0 ; micro-prime after dwell
212.0,retract_suppressed,0.0,0.0,-4.0,0.35,,,,G1 E-4.00000 F300.00000,; [stabilizer] RETRACTION SUPPRESSED: G1 E-4.00000 F300.00000 | G4 S0.35 ; dwell instead of retract | G1 E0.600 F120.0 ; micro-prime after dwell
212.35,retract_suppressed,0.0,0.0,-0.20021,0.35,,,,G1 X106.748 Y111.687 E-0.20021,; [stabilizer] RETRACTION SUPPRESSED: G1 X106.748 Y111.687 E-0.20021 | G4 S0.35 ; dwell instead of retract | G1 X106.748 Y111.687 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
212.7,retract_suppressed,0.0,0.0,-0.20024,0.35,,,,G1 X103.492 Y113.036 E-0.20024,; [stabilizer] RETRACTION SUPPRESSED: G1 X103.492 Y113.036 E-0.20024 | G4 S0.35 ; dwell instead of retract | G1 X103.492 Y113.036 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
213.05,retract_suppressed,0.0,0.0,-0.20019,0.35,,,,G1 X100.000 Y113.495 E-0.20019,; [stabilizer] RETRACTION SUPPRESSED: G1 X100.000 Y113.495 E-0.20019 | G4 S0.35 ; dwell instead of retract | G1 X100.000 Y113.495 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
213.4,retract_suppressed,0.0,0.0,-0.20019,0.35,,,,G1 X96.508 Y113.036 E-0.20019,; [stabilizer] RETRACTION SUPPRESSED: G1 X96.508 Y113.036 E-0.20019 | G4 S0.35 ; dwell instead of retract | G1 X96.508 Y113.036 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
213.75,retract_suppressed,0.0,0.0,-0.20024,0.35,,,,G1 X93.252 Y111.687 E-0.20024,; [stabilizer] RETRACTION SUPPRESSED: G1 X93.252 Y111.687 E-0.20024 | G4 S0.35 ; dwell instead of retract | G1 X93.252 Y111.687 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
214.1,retract_suppressed,0.0,0.0,-0.20021,0.35,,,,G1 X90.458 Y109.542 E-0.20021,; [stabilizer] RETRACTION SUPPRESSED: G1 X90.458 Y109.542 E-0.20021 | G4 S0.35 ; dwell instead of retract | G1 X90.458 Y109.542 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
214.45,retract_suppressed,0.0,0.0,-0.20021,0.35,,,,G1 X88.313 Y106.748 E-0.20021,; [stabilizer] RETRACTION SUPPRESSED: G1 X88.313 Y106.748 E-0.20021 | G4 S0.35 ; dwell instead of retract | G1 X88.313 Y106.748 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
214.8,retract_suppressed,0.0,0.0,-0.20024,0.35,,,,G1 X86.964 Y103.492 E-0.20024,; [stabilizer] RETRACTION SUPPRESSED: G1 X86.964 Y103.492 E-0.20024 | G4 S0.35 ; dwell instead of retract | G1 X86.964 Y103.492 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
215.15,retract_suppressed,0.0,0.0,-0.20019,0.35,,,,G1 X86.505 Y100.000 E-0.20019,; [stabilizer] RETRACTION SUPPRESSED: G1 X86.505 Y100.000 E-0.20019 | G4 S0.35 ; dwell instead of retract | G1 X86.505 Y100.000 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
215.5,retract_suppressed,0.0,0.0,-0.20019,0.35,,,,G1 X86.964 Y96.508 E-0.20019,; [stabilizer] RETRACTION SUPPRESSED: G1 X86.964 Y96.508 E-0.20019 | G4 S0.35 ; dwell instead of retract | G1 X86.964 Y96.508 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
215.85,retract_suppressed,0.0,0.0,-0.20024,0.35,,,,G1 X88.313 Y93.252 E-0.20024,; [stabilizer] RETRACTION SUPPRESSED: G1 X88.313 Y93.252 E-0.20024 | G4 S0.35 ; dwell instead of retract | G1 X88.313 Y93.252 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
216.2,retract_suppressed,0.0,0.0,-0.20021,0.35,,,,G1 X90.458 Y90.458 E-0.20021,; [stabilizer] RETRACTION SUPPRESSED: G1 X90.458 Y90.458 E-0.20021 | G4 S0.35 ; dwell instead of retract | G1 X90.458 Y90.458 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
216.55,retract_suppressed,0.0,0.0,-0.20021,0.35,,,,G1 X93.252 Y88.313 E-0.20021,; [stabilizer] RETRACTION SUPPRESSED: G1 X93.252 Y88.313 E-0.20021 | G4 S0.35 ; dwell instead of retract | G1 X93.252 Y88.313 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
216.9,retract_suppressed,0.0,0.0,-0.20024,0.35,,,,G1 X96.508 Y86.964 E-0.20024,; [stabilizer] RETRACTION SUPPRESSED: G1 X96.508 Y86.964 E-0.20024 | G4 S0.35 ; dwell instead of retract | G1 X96.508 Y86.964 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
217.25,retract_suppressed,0.0,0.0,-0.20019,0.35,,,,G1 X100.000 Y86.505 E-0.20019,; [stabilizer] RETRACTION SUPPRESSED: G1 X100.000 Y86.505 E-0.20019 | G4 S0.35 ; dwell instead of retract | G1 X100.000 Y86.505 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
217.6,retract_suppressed,0.0,0.0,-0.20019,0.35,,,,G1 X103.492 Y86.964 E-0.20019,; [stabilizer] RETRACTION SUPPRESSED: G1 X103.492 Y86.964 E-0.20019 | G4 S0.35 ; dwell instead of retract | G1 X103.492 Y86.964 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
217.95,retract_suppressed,0.0,0.0,-0.20024,0.35,,,,G1 X106.748 Y88.313 E-0.20024,; [stabilizer] RETRACTION SUPPRESSED: G1 X106.748 Y88.313 E-0.20024 | G4 S0.35 ; dwell instead of retract | G1 X106.748 Y88.313 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
218.3,retract_suppressed,0.0,0.0,-0.20021,0.35,,,,G1 X109.542 Y90.458 E-0.20021,; [stabilizer] RETRACTION SUPPRESSED: G1 X109.542 Y90.458 E-0.20021 | G4 S0.35 ; dwell instead of retract | G1 X109.542 Y90.458 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
218.65,retract_suppressed,0.0,0.0,-0.20021,0.35,,,,G1 X111.687 Y93.252 E-0.20021,; [stabilizer] RETRACTION SUPPRESSED: G1 X111.687 Y93.252 E-0.20021 | G4 S0.35 ; dwell instead of retract | G1 X111.687 Y93.252 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
219.0,retract_suppressed,0.0,0.0,-0.20024,0.35,,,,G1 X113.036 Y96.508 E-0.20024,; [stabilizer] RETRACTION SUPPRESSED: G1 X113.036 Y96.508 E-0.20024 | G4 S0.35 ; dwell instead of retract | G1 X113.036 Y96.508 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
219.35,retract_suppressed,0.0,0.0,-0.20019,0.35,,,,G1 X113.495 Y100.000 E-0.20019,; [stabilizer] RETRACTION SUPPRESSED: G1 X113.495 Y100.000 E-0.20019 | G4 S0.35 ; dwell instead of retract | G1 X113.495 Y100.000 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
219.7,retract_suppressed,0.0,0.0,-0.20019,0.35,,,,G1 X113.036 Y103.492 E-0.20019,; [stabilizer] RETRACTION SUPPRESSED: G1 X113.036 Y103.492 E-0.20019 | G4 S0.35 ; dwell instead of retract | G1 X113.036 Y103.492 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
220.05,retract_suppressed,0.0,0.0,-0.20024,0.35,,,,G1 X111.687 Y106.748 E-0.20024,; [stabilizer] RETRACTION SUPPRESSED: G1 X111.687 Y106.748 E-0.20024 | G4 S0.35 ; dwell instead of retract | G1 X111.687 Y106.748 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
220.4,retract_suppressed,0.0,0.0,-0.19595,0.35,,,,G1 X109.588 Y109.483 E-0.19595,; [stabilizer] RETRACTION SUPPRESSED: G1 X109.588 Y109.483 E-0.19595 | G4 S0.35 ; dwell instead of retract | G1 X109.588 Y109.483 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
220.75,retract_suppressed,0.0,0.0,-0.20689,0.35,,,,G1 X107.198 Y112.467 E-0.20689,; [stabilizer] RETRACTION SUPPRESSED: G1 X107.198 Y112.467 E-0.20689 | G4 S0.35 ; dwell instead of retract | G1 X107.198 Y112.467 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
221.1,retract_suppressed,0.0,0.0,-0.2136,0.35,,,,G1 X103.725 Y113.905 E-0.21360,; [stabilizer] RETRACTION SUPPRESSED: G1 X103.725 Y113.905 E-0.21360 | G4 S0.35 ; dwell instead of retract | G1 X103.725 Y113.905 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
221.45,retract_suppressed,0.0,0.0,-0.21355,0.35,,,,G1 X100.000 Y114.396 E-0.21355,; [stabilizer] RETRACTION SUPPRESSED: G1 X100.000 Y114.396 E-0.21355 | G4 S0.35 ; dwell instead of retract | G1 X100.000 Y114.396 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
221.8,retract_suppressed,0.0,0.0,-0.21355,0.35,,,,G1 X96.275 Y113.905 E-0.21355,; [stabilizer] RETRACTION SUPPRESSED: G1 X96.275 Y113.905 E-0.21355 | G4 S0.35 ; dwell instead of retract | G1 X96.275 Y113.905 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
222.15,retract_suppressed,0.0,0.0,-0.2136,0.35,,,,G1 X92.802 Y112.467 E-0.21360,; [stabilizer] RETRACTION SUPPRESSED: G1 X92.802 Y112.467 E-0.21360 | G4 S0.35 ; dwell instead of retract | G1 X92.802 Y112.467 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
222.5,retract_suppressed,0.0,0.0,-0.21356,0.35,,,,G1 X89.821 Y110.179 E-0.21356,; [stabilizer] RETRACTION SUPPRESSED: G1 X89.821 Y110.179 E-0.21356 | G4 S0.35 ; dwell instead of retract | G1 X89.821 Y110.179 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
222.85,retract_suppressed,0.0,0.0,-0.21356,0.35,,,,G1 X87.533 Y107.198 E-0.21356,; [stabilizer] RETRACTION SUPPRESSED: G1 X87.533 Y107.198 E-0.21356 | G4 S0.35 ; dwell instead of retract | G1 X87.533 Y107.198 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
223.2,retract_suppressed,0.0,0.0,-0.2136,0.35,,,,G1 X86.095 Y103.725 E-0.21360,; [stabilizer] RETRACTION SUPPRESSED: G1 X86.095 Y103.725 E-0.21360 | G4 S0.35 ; dwell instead of retract | G1 X86.095 Y103.725 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
223.55,retract_suppressed,0.0,0.0,-0.21355,0.35,,,,G1 X85.604 Y100.000 E-0.21355,; [stabilizer] RETRACTION SUPPRESSED: G1 X85.604 Y100.000 E-0.21355 | G4 S0.35 ; dwell instead of retract | G1 X85.604 Y100.000 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
223.9,retract_suppressed,0.0,0.0,-0.21355,0.35,,,,G1 X86.095 Y96.275 E-0.21355,; [stabilizer] RETRACTION SUPPRESSED: G1 X86.095 Y96.275 E-0.21355 | G4 S0.35 ; dwell instead of retract | G1 X86.095 Y96.275 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
224.25,retract_suppressed,0.0,0.0,-0.2136,0.35,,,,G1 X87.533 Y92.802 E-0.21360,; [stabilizer] RETRACTION SUPPRESSED: G1 X87.533 Y92.802 E-0.21360 | G4 S0.35 ; dwell instead of retract | G1 X87.533 Y92.802 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
224.6,retract_suppressed,0.0,0.0,-0.21356,0.35,,,,G1 X89.821 Y89.821 E-0.21356,; [stabilizer] RETRACTION SUPPRESSED: G1 X89.821 Y89.821 E-0.21356 | G4 S0.35 ; dwell instead of retract | G1 X89.821 Y89.821 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
224.95,retract_suppressed,0.0,0.0,-0.21356,0.35,,,,G1 X92.802 Y87.533 E-0.21356,; [stabilizer] RETRACTION SUPPRESSED: G1 X92.802 Y87.533 E-0.21356 | G4 S0.35 ; dwell instead of retract | G1 X92.802 Y87.533 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
225.3,retract_suppressed,0.0,0.0,-0.2136,0.35,,,,G1 X96.275 Y86.095 E-0.21360,; [stabilizer] RETRACTION SUPPRESSED: G1 X96.275 Y86.095 E-0.21360 | G4 S0.35 ; dwell instead of retract | G1 X96.275 Y86.095 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
225.65,retract_suppressed,0.0,0.0,-0.21355,0.35,,,,G1 X100.000 Y85.604 E-0.21355,; [stabilizer] RETRACTION SUPPRESSED: G1 X100.000 Y85.604 E-0.21355 | G4 S0.35 ; dwell instead of retract | G1 X100.000 Y85.604 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
226.0,retract_suppressed,0.0,0.0,-0.21355,0.35,,,,G1 X103.725 Y86.095 E-0.21355,; [stabilizer] RETRACTION SUPPRESSED: G1 X103.725 Y86.095 E-0.21355 | G4 S0.35 ; dwell instead of retract | G1 X103.725 Y86.095 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
226.35,retract_suppressed,0.0,0.0,-0.2136,0.35,,,,G1 X107.198 Y87.533 E-0.21360,; [stabilizer] RETRACTION SUPPRESSED: G1 X107.198 Y87.533 E-0.21360 | G4 S0.35 ; dwell instead of retract | G1 X107.198 Y87.533 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
226.7,retract_suppressed,0.0,0.0,-0.21356,0.35,,,,G1 X110.179 Y89.821 E-0.21356,; [stabilizer] RETRACTION SUPPRESSED: G1 X110.179 Y89.821 E-0.21356 | G4 S0.35 ; dwell instead of retract | G1 X110.179 Y89.821 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
227.05,retract_suppressed,0.0,0.0,-0.21356,0.35,,,,G1 X112.467 Y92.802 E-0.21356,; [stabilizer] RETRACTION SUPPRESSED: G1 X112.467 Y92.802 E-0.21356 | G4 S0.35 ; dwell instead of retract | G1 X112.467 Y92.802 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
227.4,retract_suppressed,0.0,0.0,-0.2136,0.35,,,,G1 X113.905 Y96.275 E-0.21360,; [stabilizer] RETRACTION SUPPRESSED: G1 X113.905 Y96.275 E-0.21360 | G4 S0.35 ; dwell instead of retract | G1 X113.905 Y96.275 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
227.75,retract_suppressed,0.0,0.0,-0.21355,0.35,,,,G1 X114.396 Y100.000 E-0.21355,; [stabilizer] RETRACTION SUPPRESSED: G1 X114.396 Y100.000 E-0.21355 | G4 S0.35 ; dwell instead of retract | G1 X114.396 Y100.000 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
228.1,retract_suppressed,0.0,0.0,-0.21355,0.35,,,,G1 X113.905 Y103.725 E-0.21355,; [stabilizer] RETRACTION SUPPRESSED: G1 X113.905 Y103.725 E-0.21355 | G4 S0.35 ; dwell instead of retract | G1 X113.905 Y103.725 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
