t_s,action,p_hat,u_prev,e_cmd,dt_s,u_raw,u_shaped,feed_scale,in,out
62.2,retract_suppressed,0.000782,0.0,-0.25806,0.35,,,,G1 X104.502 Y83.197 E-0.25806,; [stabilizer] RETRACTION SUPPRESSED: G1 X104.502 Y83.197 E-0.25806 | G4 S0.35 ; dwell instead of retract | G1 X104.502 Y83.197 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
62.55,retract_suppressed,0.000738,0.0,-0.2581,0.35,,,,G1 X108.698 Y84.935 E-0.25810,; [stabilizer] RETRACTION SUPPRESSED: G1 X108.698 Y84.935 E-0.25810 | G4 S0.35 ; dwell instead of retract | G1 X108.698 Y84.935 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
62.9,retract_suppressed,0.000696,0.0,-0.25809,0.35,,,,G1 X112.300 Y87.700 E-0.25809,; [stabilizer] RETRACTION SUPPRESSED: G1 X112.300 Y87.700 E-0.25809 | G4 S0.35 ; dwell instead of retract | G1 X112.300 Y87.700 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
63.25,retract_suppressed,0.000656,0.0,-0.25809,0.35,,,,G1 X115.065 Y91.302 E-0.25809,; [stabilizer] RETRACTION SUPPRESSED: G1 X115.065 Y91.302 E-0.25809 | G4 S0.35 ; dwell instead of retract | G1 X115.065 Y91.302 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
63.6,retract_suppressed,0.000619,0.0,-0.06896,0.35,,,,G1 X115.530 Y92.423 E-0.06896,; [stabilizer] RETRACTION SUPPRESSED: G1 X115.530 Y92.423 E-0.06896 | G4 S0.35 ; dwell instead of retract | G1 X115.530 Y92.423 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
63.95,retract_suppressed,0.000583,0.0,-0.18914,0.35,,,,G1 X116.803 Y95.498 E-0.18914,; [stabilizer] RETRACTION SUPPRESSED: G1 X116.803 Y95.498 E-0.18914 | G4 S0.35 ; dwell instead of retract | G1 X116.803 Y95.498 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
64.3,retract_suppressed,0.00055,0.0,-0.25806,0.35,,,,G1 X117.396 Y100.000 E-0.25806,; [stabilizer] RETRACTION SUPPRESSED: G1 X117.396 Y100.000 E-0.25806 | G4 S0.35 ; dwell instead of retract | G1 X117.396 Y100.000 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
64.65,retract_suppressed,0.000519,0.0,-0.25806,0.35,,,,G1 X116.803 Y104.502 E-0.25806,; [stabilizer] RETRACTION SUPPRESSED: G1 X116.803 Y104.502 E-0.25806 | G4 S0.35 ; dwell instead of retract | G1 X116.803 Y104.502 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
65.0,retract_suppressed,0.000489,0.0,-0.2581,0.35,,,,G1 X115.065 Y108.698 E-0.25810,; [stabilizer] RETRACTION SUPPRESSED: G1 X115.065 Y108.698 E-0.25810 | G4 S0.35 ; dwell instead of retract | G1 X115.065 Y108.698 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
65.35,retract_suppressed,0.000461,0.0,-0.24715,0.35,,,,G1 X112.418 Y112.148 E-0.24715,; [stabilizer] RETRACTION SUPPRESSED: G1 X112.418 Y112.148 E-0.24715 | G4 S0.35 ; dwell instead of retract | G1 X112.418 Y112.148 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
65.7,retract_suppressed,0.000435,0.0,-4.0,0.35,,,,G1 E-4.00000 F300.00000,; [stabilizer] RETRACTION SUPPRESSED: G1 E-4.00000 F300.00000 | G4 S0.35 ; dwell instead of retract | G1 E0.600 F120.0 ; micro-prime after dwell
66.05,retract_suppressed,0.00041,0.0,-4.0,0.35,,,,G1 E-4.00000 F300.00000,; [stabilizer] RETRACTION SUPPRESSED: G1 E-4.00000 F300.00000 | G4 S0.35 ; dwell instead of retract | G1 E0.600 F120.0 ; micro-prime after dwell
66.4,retract_suppressed,0.000387,0.0,-0.19642,0.35,,,,G1 X110.128 Y88.787 E-0.19642,; [stabilizer] RETRACTION SUPPRESSED: G1 X110.128 Y88.787 E-0.19642 | G4 S0.35 ; dwell instead of retract | G1 X110.128 Y88.787 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
66.75,retract_suppressed,0.000364,0.0,-0.50453,0.35,,,,G1 X107.004 Y86.389 E-0.50453,; [stabilizer] RETRACTION SUPPRESSED: G1 X107.004 Y86.389 E-0.50453 | G4 S0.35 ; dwell instead of retract | G1 X107.004 Y86.389 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
67.1,retract_suppressed,0.000344,0.0,-0.5015,0.35,,,,G1 X103.386 Y84.891 E-0.50150,; [stabilizer] RETRACTION SUPPRESSED: G1 X103.386 Y84.891 E-0.50150 | G4 S0.35 ; dwell instead of retract | G1 X103.386 Y84.891 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
67.45,retract_suppressed,0.000324,0.0,-2.12352,0.35,,,,G1 X115.109 Y96.614 E-2.12352,; [stabilizer] RETRACTION SUPPRESSED: G1 X115.109 Y96.614 E-2.12352 | G4 S0.35 ; dwell instead of retract | G1 X115.109 Y96.614 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
67.8,retract_suppressed,0.000306,0.0,-0.42437,0.35,,,,G1 X115.547 Y99.898 E-0.42437,; [stabilizer] RETRACTION SUPPRESSED: G1 X115.547 Y99.898 E-0.42437 | G4 S0.35 ; dwell instead of retract | G1 X115.547 Y99.898 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
68.15,retract_suppressed,0.000288,0.0,-2.7978,0.35,,,,G1 X100.102 Y84.453 E-2.79780,; [stabilizer] RETRACTION SUPPRESSED: G1 X100.102 Y84.453 E-2.79780 | G4 S0.35 ; dwell instead of retract | G1 X100.102 Y84.453 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
68.5,retract_suppressed,0.000272,0.0,-0.08322,0.35,,,,G1 X99.458 Y84.368 E-0.08322,; [stabilizer] RETRACTION SUPPRESSED: G1 X99.458 Y84.368 E-0.08322 | G4 S0.35 ; dwell instead of retract | G1 X99.458 Y84.368 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
68.85,retract_suppressed,0.000256,0.0,-0.261,0.35,,,,G1 X97.438 Y84.634 E-0.26100,; [stabilizer] RETRACTION SUPPRESSED: G1 X97.438 Y84.634 E-0.26100 | G4 S0.35 ; dwell instead of retract | G1 X97.438 Y84.634 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
69.2,retract_suppressed,0.000242,0.0,-3.24764,0.35,,,,G1 X115.366 Y102.562 E-3.24764,; [stabilizer] RETRACTION SUPPRESSED: G1 X115.366 Y102.562 E-3.24764 | G4 S0.35 ; dwell instead of retract | G1 X115.366 Y102.562 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
69.55,retract_suppressed,0.000228,0.0,-0.24354,0.35,,,,G1 X115.118 Y104.447 E-0.24354,; [stabilizer] RETRACTION SUPPRESSED: G1 X115.118 Y104.447 E-0.24354 | G4 S0.35 ; dwell instead of retract | G1 X115.118 Y104.447 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
69.9,retract_suppressed,0.000215,0.0,-0.06983,0.35,,,,G1 X114.910 Y104.951 E-0.06983,; [stabilizer] RETRACTION SUPPRESSED: G1 X114.910 Y104.951 E-0.06983 | G4 S0.35 ; dwell instead of retract | G1 X114.910 Y104.951 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
70.25,retract_suppressed,0.000203,0.0,-3.59762,0.35,,,,G1 X95.049 Y85.090 E-3.59762,; [stabilizer] RETRACTION SUPPRESSED: G1 X95.049 Y85.090 E-3.59762 | G4 S0.35 ; dwell instead of retract | G1 X95.049 Y85.090 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
70.6,retract_suppressed,0.000191,0.0,-0.27895,0.35,,,,G1 X93.037 Y85.924 E-0.27895,; [stabilizer] RETRACTION SUPPRESSED: G1 X93.037 Y85.924 E-0.27895 | G4 S0.35 ; dwell instead of retract | G1 X93.037 Y85.924 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
70.95,retract_suppressed,0.00018,0.0,-3.81113,0.35,,,,G1 X114.076 Y106.963 E-3.81113,; [stabilizer] RETRACTION SUPPRESSED: G1 X114.076 Y106.963 E-3.81113 | G4 S0.35 ; dwell instead of retract | G1 X114.076 Y106.963 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
71.3,retract_suppressed,0.00017,0.0,-0.15584,0.35,,,,G1 X113.611 Y108.087 E-0.15584,; [stabilizer] RETRACTION SUPPRESSED: G1 X113.611 Y108.087 E-0.15584 | G4 S0.35 ; dwell instead of retract | G1 X113.611 Y108.087 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
71.65,retract_suppressed,0.00016,0.0,-0.11472,0.35,,,,G1 X113.065 Y108.797 E-0.11472,; [stabilizer] RETRACTION SUPPRESSED: G1 X113.065 Y108.797 E-0.11472 | G4 S0.35 ; dwell instead of retract | G1 X113.065 Y108.797 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
72.0,retract_suppressed,0.000151,0.0,-3.96033,0.35,,,,G1 X91.203 Y86.935 E-3.96033,; [stabilizer] RETRACTION SUPPRESSED: G1 X91.203 Y86.935 E-3.96033 | G4 S0.35 ; dwell instead of retract | G1 X91.203 Y86.935 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
72.35,retract_suppressed,0.000142,0.0,-0.25994,0.35,,,,G1 X89.593 Y88.170 E-0.25994,; [stabilizer] RETRACTION SUPPRESSED: G1 X89.593 Y88.170 E-0.25994 | G4 S0.35 ; dwell instead of retract | G1 X89.593 Y88.170 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
72.7,retract_suppressed,0.000134,0.0,-4.02813,0.35,,,,G1 X111.830 Y110.407 E-4.02813,; [stabilizer] RETRACTION SUPPRESSED: G1 X111.830 Y110.407 E-4.02813 | G4 S0.35 ; dwell instead of retract | G1 X111.830 Y110.407 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
73.05,retract_suppressed,0.000127,0.0,-0.12997,0.35,,,,G1 X111.212 Y111.212 E-0.12997,; [stabilizer] RETRACTION SUPPRESSED: G1 X111.212 Y111.212 E-0.12997 | G4 S0.35 ; dwell instead of retract | G1 X111.212 Y111.212 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
73.4,retract_suppressed,0.000119,0.0,-0.12997,0.35,,,,G1 X110.407 Y111.830 E-0.12997,; [stabilizer] RETRACTION SUPPRESSED: G1 X110.407 Y111.830 E-0.12997 | G4 S0.35 ; dwell instead of retract | G1 X110.407 Y111.830 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
73.75,retract_suppressed,0.000113,0.0,-4.02813,0.35,,,,G1 X88.170 Y89.593 E-4.02813,; [stabilizer] RETRACTION SUPPRESSED: G1 X88.170 Y89.593 E-4.02813 | G4 S0.35 ; dwell instead of retract | G1 X88.170 Y89.593 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
74.1,retract_suppressed,0.000106,0.0,-0.25994,0.35,,,,G1 X86.935 Y91.203 E-0.25994,; [stabilizer] RETRACTION SUPPRESSED: G1 X86.935 Y91.203 E-0.25994 | G4 S0.35 ; dwell instead of retract | G1 X86.935 Y91.203 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
74.45,retract_suppressed,0.0001,0.0,-3.96033,0.35,,,,G1 X108.797 Y113.065 E-3.96033,; [stabilizer] RETRACTION SUPPRESSED: G1 X108.797 Y113.065 E-3.96033 | G4 S0.35 ; dwell instead of retract | G1 X108.797 Y113.065 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
74.8,retract_suppressed,9.4e-05,0.0,-0.11473,0.35,,,,G1 X108.087 Y113.611 E-0.11473,; [stabilizer] RETRACTION SUPPRESSED: G1 X108.087 Y113.611 E-0.11473 | G4 S0.35 ; dwell instead of retract | G1 X108.087 Y113.611 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
75.15,retract_suppressed,8.9e-05,0.0,-0.15583,0.35,,,,G1 X106.963 Y114.076 E-0.15583,; [stabilizer] RETRACTION SUPPRESSED: G1 X106.963 Y114.076 E-0.15583 | G4 S0.35 ; dwell instead of retract | G1 X106.963 Y114.076 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
75.5,retract_suppressed,8.4e-05,0.0,-3.81114,0.35,,,,G1 X85.924 Y93.037 E-3.81114,; [stabilizer] RETRACTION SUPPRESSED: G1 X85.924 Y93.037 E-3.81114 | G4 S0.35 ; dwell instead of retract | G1 X85.924 Y93.037 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
75.85,retract_suppressed,7.9e-05,0.0,-0.27895,0.35,,,,G1 X85.090 Y95.049 E-0.27895,; [stabilizer] RETRACTION SUPPRESSED: G1 X85.090 Y95.049 E-0.27895 | G4 S0.35 ; dwell instead of retract | G1 X85.090 Y95.049 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
76.2,retract_suppressed,7.5e-05,0.0,-3.59763,0.35,,,,G1 X104.951 Y114.910 E-3.59763,; [stabilizer] RETRACTION SUPPRESSED: G1 X104.951 Y114.910 E-3.59763 | G4 S0.35 ; dwell instead of retract | G1 X104.951 Y114.910 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
76.55,retract_suppressed,7e-05,0.0,-0.06983,0.35,,,,G1 X104.447 Y115.118 E-0.06983,; [stabilizer] RETRACTION SUPPRESSED: G1 X104.447 Y115.118 E-0.06983 | G4 S0.35 ; dwell instead of retract | G1 X104.447 Y115.118 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
76.9,retract_suppressed,6.6e-05,0.0,-0.24354,0.35,,,,G1 X102.562 Y115.366 E-0.24354,; [stabilizer] RETRACTION SUPPRESSED: G1 X102.562 Y115.366 E-0.24354 | G4 S0.35 ; dwell instead of retract | G1 X102.562 Y115.366 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
77.25,retract_suppressed,6.3e-05,0.0,-3.24764,0.35,,,,G1 X84.634 Y97.438 E-3.24764,; [stabilizer] RETRACTION SUPPRESSED: G1 X84.634 Y97.438 E-3.24764 | G4 S0.35 ; dwell instead of retract | G1 X84.634 Y97.438 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
77.6,retract_suppressed,5.9e-05,0.0,-0.26101,0.35,,,,G1 X84.368 Y99.458 E-0.26101,; [stabilizer] RETRACTION SUPPRESSED: G1 X84.368 Y99.458 E-0.26101 | G4 S0.35 ; dwell instead of retract | G1 X84.368 Y99.458 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
77.95,retract_suppressed,5.6e-05,0.0,-0.0832,0.35,,,,G1 X84.452 Y100.102 E-0.08320,; [stabilizer] RETRACTION SUPPRESSED: G1 X84.452 Y100.102 E-0.08320 | G4 S0.35 ; dwell instead of retract | G1 X84.452 Y100.102 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
78.3,retract_suppressed,5.2e-05,0.0,-2.79782,0.35,,,,G1 X99.898 Y115.547 E-2.79782,; [stabilizer] RETRACTION SUPPRESSED: G1 X99.898 Y115.547 E-2.79782 | G4 S0.35 ; dwell instead of retract | G1 X99.898 Y115.547 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
78.65,retract_suppressed,4.9e-05,0.0,-0.42437,0.35,,,,G1 X96.614 Y115.109 E-0.42437,; [stabilizer] RETRACTION SUPPRESSED: G1 X96.614 Y115.109 E-0.42437 | G4 S0.35 ; dwell instead of retract | G1 X96.614 Y115.109 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
79.0,retract_suppressed,4.7e-05,0.0,-2.12352,0.35,,,,G1 X84.891 Y103.386 E-2.12352,; [stabilizer] RETRACTION SUPPRESSED: G1 X84.891 Y103.386 E-2.12352 | G4 S0.35 ; dwell instead of retract | G1 X84.891 Y103.386 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
79.35,retract_suppressed,4.4e-05,0.0,-0.5015,0.35,,,,G1 X86.389 Y107.003 E-0.50150,; [stabilizer] RETRACTION SUPPRESSED: G1 X86.389 Y107.003 E-0.50150 | G4 S0.35 ; dwell instead of retract | G1 X86.389 Y107.003 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
79.7,retract_suppressed,4.1e-05,0.0,-0.50453,0.35,,,,G1 X88.787 Y110.128 E-0.50453,; [stabilizer] RETRACTION SUPPRESSED: G1 X88.787 Y110.128 E-0.50453 | G4 S0.35 ; dwell instead of retract | G1 X88.787 Y110.128 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
80.05,retract_suppressed,3.9e-05,0.0,-0.19623,0.35,,,,G1 X89.871 Y111.211 E-0.19623,; [stabilizer] RETRACTION SUPPRESSED: G1 X89.871 Y111.211 E-0.19623 | G4 S0.35 ; dwell instead of retract | G1 X89.871 Y111.211 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
80.4,retract_suppressed,3.7e-05,0.0,-4.0,0.35,,,,G1 E-4.00000 F300.00000,; [stabilizer] RETRACTION SUPPRESSED: G1 E-4.00000 F300.00000 | G4 S0.35 ; dwell instead of retract | G1 E0.600 F120.0 ; micro-prime after dwell
80.75,retract_suppressed,3.5e-05,0.0,-4.0,0.35,,,,G1 E-4.00000 F300.00000,; [stabilizer] RETRACTION SUPPRESSED: G1 E-4.00000 F300.00000 | G4 S0.35 ; dwell instead of retract | G1 E0.600 F120.0 ; micro-prime after dwell
81.1,retract_suppressed,3.3e-05,0.0,-0.23583,0.35,,,,G1 X107.948 Y113.766 E-0.23583,; [stabilizer] RETRACTION SUPPRESSED: G1 X107.948 Y113.766 E-0.23583 | G4 S0.35 ; dwell instead of retract | G1 X107.948 Y113.766 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
81.45,retract_suppressed,3.1e-05,0.0,-0.08306,0.35,,,,G1 X106.597 Y114.325 E-0.08306,; [stabilizer] RETRACTION SUPPRESSED: G1 X106.597 Y114.325 E-0.08306 | G4 S0.35 ; dwell instead of retract | G1 X106.597 Y114.325 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
81.8,retract_suppressed,2.9e-05,0.0,-0.15278,0.35,,,,G1 X104.114 Y115.354 E-0.15278,; [stabilizer] RETRACTION SUPPRESSED: G1 X104.114 Y115.354 E-0.15278 | G4 S0.35 ; dwell instead of retract | G1 X104.114 Y115.354 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
82.15,retract_suppressed,2.7e-05,0.0,-0.2358,0.35,,,,G1 X100.000 Y115.895 E-0.23580,; [stabilizer] RETRACTION SUPPRESSED: G1 X100.000 Y115.895 E-0.23580 | G4 S0.35 ; dwell instead of retract | G1 X100.000 Y115.895 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
82.5,retract_suppressed,2.6e-05,0.0,-0.2358,0.35,,,,G1 X95.886 Y115.354 E-0.23580,; [stabilizer] RETRACTION SUPPRESSED: G1 X95.886 Y115.354 E-0.23580 | G4 S0.35 ; dwell instead of retract | G1 X95.886 Y115.354 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
82.85,retract_suppressed,2.4e-05,0.0,-0.23584,0.35,,,,G1 X92.052 Y113.766 E-0.23584,; [stabilizer] RETRACTION SUPPRESSED: G1 X92.052 Y113.766 E-0.23584 | G4 S0.35 ; dwell instead of retract | G1 X92.052 Y113.766 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
83.2,retract_suppressed,2.3e-05,0.0,-0.23583,0.35,,,,G1 X88.761 Y111.239 E-0.23583,; [stabilizer] RETRACTION SUPPRESSED: G1 X88.761 Y111.239 E-0.23583 | G4 S0.35 ; dwell instead of retract | G1 X88.761 Y111.239 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
83.55,retract_suppressed,2.2e-05,0.0,-0.23583,0.35,,,,G1 X86.234 Y107.948 E-0.23583,; [stabilizer] RETRACTION SUPPRESSED: G1 X86.234 Y107.948 E-0.23583 | G4 S0.35 ; dwell instead of retract | G1 X86.234 Y107.948 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
83.9,retract_suppressed,2e-05,0.0,-0.08306,0.35,,,,G1 X85.675 Y106.597 E-0.08306,; [stabilizer] RETRACTION SUPPRESSED: G1 X85.675 Y106.597 E-0.08306 | G4 S0.35 ; dwell instead of retract | G1 X85.675 Y106.597 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
84.25,retract_suppressed,1.9e-05,0.0,-0.15278,0.35,,,,G1 X84.646 Y104.114 E-0.15278,; [stabilizer] RETRACTION SUPPRESSED: G1 X84.646 Y104.114 E-0.15278 | G4 S0.35 ; dwell instead of retract | G1 X84.646 Y104.114 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
84.6,retract_suppressed,1.8e-05,0.0,-0.2358,0.35,,,,G1 X84.105 Y100.000 E-0.23580,; [stabilizer] RETRACTION SUPPRESSED: G1 X84.105 Y100.000 E-0.23580 | G4 S0.35 ; dwell instead of retract | G1 X84.105 Y100.000 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
84.95,retract_suppressed,1.7e-05,0.0,-0.2358,0.35,,,,G1 X84.646 Y95.886 E-0.23580,; [stabilizer] RETRACTION SUPPRESSED: G1 X84.646 Y95.886 E-0.23580 | G4 S0.35 ; dwell instead of retract | G1 X84.646 Y95.886 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
85.3,retract_suppressed,1.6e-05,0.0,-0.23584,0.35,,,,G1 X86.234 Y92.052 E-0.23584,; [stabilizer] RETRACTION SUPPRESSED: G1 X86.234 Y92.052 E-0.23584 | G4 S0.35 ; dwell instead of retract | G1 X86.234 Y92.052 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
85.65,retract_suppressed,1.5e-05,0.0,-0.23583,0.35,,,,G1 X88.761 Y88.761 E-0.23583,; [stabilizer] RETRACTION SUPPRESSED: G1 X88.761 Y88.761 E-0.23583 | G4 S0.35 ; dwell instead of retract | G1 X88.761 Y88.761 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
86.0,retract_suppressed,1.4e-05,0.0,-0.23583,0.35,,,,G1 X92.052 Y86.234 E-0.23583,; [stabilizer] RETRACTION SUPPRESSED: G1 X92.052 Y86.234 E-0.23583 | G4 S0.35 ; dwell instead of retract | G1 X92.052 Y86.234 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
86.35,retract_suppressed,1.4e-05,0.0,-0.23584,0.35,,,,G1 X95.886 Y84.646 E-0.23584,; [stabilizer] RETRACTION SUPPRESSED: G1 X95.886 Y84.646 E-0.23584 | G4 S0.35 ; dwell instead of retract | G1 X95.886 Y84.646 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
86.7,retract_suppressed,1.3e-05,0.0,-0.23579,0.35,,,,G1 X100.000 Y84.105 E-0.23579,; [stabilizer] RETRACTION SUPPRESSED: G1 X100.000 Y84.105 E-0.23579 | G4 S0.35 ; dwell instead of retract | G1 X100.000 Y84.105 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
87.05,retract_suppressed,1.2e-05,0.0,-0.2358,0.35,,,,G1 X104.114 Y84.646 E-0.23580,; [stabilizer] RETRACTION SUPPRESSED: G1 X104.114 Y84.646 E-0.23580 | G4 S0.35 ; dwell instead of retract | G1 X104.114 Y84.646 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
87.4,retract_suppressed,1.1e-05,0.0,-0.23584,0.35,,,,G1 X107.948 Y86.234 E-0.23584,; [stabilizer] RETRACTION SUPPRESSED: G1 X107.948 Y86.234 E-0.23584 | G4 S0.35 ; dwell instead of retract | G1 X107.948 Y86.234 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
87.75,retract_suppressed,1.1e-05,0.0,-0.23583,0.35,,,,G1 X111.239 Y88.761 E-0.23583,; [stabilizer] RETRACTION SUPPRESSED: G1 X111.239 Y88.761 E-0.23583 | G4 S0.35 ; dwell instead of retract | G1 X111.239 Y88.761 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
88.1,retract_suppressed,1e-05,0.0,-0.23583,0.35,,,,G1 X113.766 Y92.052 E-0.23583,; [stabilizer] RETRACTION SUPPRESSED: G1 X113.766 Y92.052 E-0.23583 | G4 S0.35 ; dwell instead of retract | G1 X113.766 Y92.052 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
88.45,retract_suppressed,1e-05,0.0,-0.08306,0.35,,,,G1 X114.325 Y93.403 E-0.08306,; [stabilizer] RETRACTION SUPPRESSED: G1 X114.325 Y93.403 E-0.08306 | G4 S0.35 ; dwell instead of retract | G1 X114.325 Y93.403 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
88.8,retract_suppressed,9e-06,0.0,-0.15278,0.35,,,,G1 X115.354 Y95.886 E-0.15278,; [stabilizer] RETRACTION SUPPRESSED: G1 X115.354 Y95.886 E-0.15278 | G4 S0.35 ; dwell instead of retract | G1 X115.354 Y95.886 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
89.15,retract_suppressed,8e-06,0.0,-0.2358,0.35,,,,G1 X115.895 Y100.000 E-0.23580,; [stabilizer] RETRACTION SUPPRESSED: G1 X115.895 Y100.000 E-0.23580 | G4 S0.35 ; dwell instead of retract | G1 X115.895 Y100.000 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
89.5,retract_suppressed,8e-06,0.0,-0.2358,0.35,,,,G1 X115.354 Y104.114 E-0.23580,; [stabilizer] RETRACTION SUPPRESSED: G1 X115.354 Y104.114 E-0.23580 | G4 S0.35 ; dwell instead of retract | G1 X115.354 Y104.114 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
89.85,retract_suppressed,8e-06,0.0,-0.23584,0.35,,,,G1 X113.766 Y107.948 E-0.23584,; [stabilizer] RETRACTION SUPPRESSED: G1 X113.766 Y107.948 E-0.23584 | G4 S0.35 ; dwell instead of retract | G1 X113.766 Y107.948 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
90.2,retract_suppressed,7e-06,0.0,-0.23156,0.35,,,,G1 X111.285 Y111.180 E-0.23156,; [stabilizer] RETRACTION SUPPRESSED: G1 X111.285 Y111.180 E-0.23156 | G4 S0.35 ; dwell instead of retract | G1 X111.285 Y111.180 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
90.55,retract_suppressed,7e-06,0.0,-0.24251,0.35,,,,G1 X108.398 Y114.546 E-0.24251,; [stabilizer] RETRACTION SUPPRESSED: G1 X108.398 Y114.546 E-0.24251 | G4 S0.35 ; dwell instead of retract | G1 X108.398 Y114.546 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
