t_s,action,p_hat,u_prev,e_cmd,dt_s,u_raw,u_shaped,feed_scale,in,out
633.05,retract_suppressed,0.0,0.0,-0.00724,0.35,,,,G1 X73.952 Y106.925 E-0.00724,; [stabilizer] RETRACTION SUPPRESSED: G1 X73.952 Y106.925 E-0.00724 | G4 S0.35 ; dwell instead of retract | G1 X73.952 Y106.925 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
633.4,retract_suppressed,0.0,0.0,-0.06383,0.35,,,,G1 X66.046 Y99.019 E-0.06383,; [stabilizer] RETRACTION SUPPRESSED: G1 X66.046 Y99.019 E-0.06383 | G4 S0.35 ; dwell instead of retract | G1 X66.046 Y99.019 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
633.75,retract_suppressed,0.0,0.0,-0.00724,0.35,,,,G1 X66.046 Y97.750 E-0.00724,; [stabilizer] RETRACTION SUPPRESSED: G1 X66.046 Y97.750 E-0.00724 | G4 S0.35 ; dwell instead of retract | G1 X66.046 Y97.750 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
634.1,retract_suppressed,0.0,0.0,-0.06383,0.35,,,,G1 X73.952 Y105.656 E-0.06383,; [stabilizer] RETRACTION SUPPRESSED: G1 X73.952 Y105.656 E-0.06383 | G4 S0.35 ; dwell instead of retract | G1 X73.952 Y105.656 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
634.45,retract_suppressed,0.0,0.0,-0.00724,0.35,,,,G1 X73.952 Y104.388 E-0.00724,; [stabilizer] RETRACTION SUPPRESSED: G1 X73.952 Y104.388 E-0.00724 | G4 S0.35 ; dwell instead of retract | G1 X73.952 Y104.388 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
634.8,retract_suppressed,0.0,0.0,-0.06383,0.35,,,,G1 X66.046 Y96.482 E-0.06383,; [stabilizer] RETRACTION SUPPRESSED: G1 X66.046 Y96.482 E-0.06383 | G4 S0.35 ; dwell instead of retract | G1 X66.046 Y96.482 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
635.15,retract_suppressed,0.0,0.0,-0.00724,0.35,,,,G1 X66.045 Y95.214 E-0.00724,; [stabilizer] RETRACTION SUPPRESSED: G1 X66.045 Y95.214 E-0.00724 | G4 S0.35 ; dwell instead of retract | G1 X66.045 Y95.214 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
635.5,retract_suppressed,0.0,0.0,-0.07058,0.35,,,,G1 X74.787 Y103.956 E-0.07058,; [stabilizer] RETRACTION SUPPRESSED: G1 X74.787 Y103.956 E-0.07058 | G4 S0.35 ; dwell instead of retract | G1 X74.787 Y103.956 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
635.85,retract_suppressed,0.0,0.0,-0.00724,0.35,,,,G1 X76.055 Y103.956 E-0.00724,; [stabilizer] RETRACTION SUPPRESSED: G1 X76.055 Y103.956 E-0.00724 | G4 S0.35 ; dwell instead of retract | G1 X76.055 Y103.956 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
636.2,retract_suppressed,0.0,0.0,-0.08081,0.35,,,,G1 X66.046 Y93.946 E-0.08081,; [stabilizer] RETRACTION SUPPRESSED: G1 X66.046 Y93.946 E-0.08081 | G4 S0.35 ; dwell instead of retract | G1 X66.046 Y93.946 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
636.55,retract_suppressed,0.0,0.0,-0.00724,0.35,,,,G1 X66.046 Y92.678 E-0.00724,; [stabilizer] RETRACTION SUPPRESSED: G1 X66.046 Y92.678 E-0.00724 | G4 S0.35 ; dwell instead of retract | G1 X66.046 Y92.678 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
636.9,retract_suppressed,0.0,0.0,-0.09105,0.35,,,,G1 X77.323 Y103.955 E-0.09105,; [stabilizer] RETRACTION SUPPRESSED: G1 X77.323 Y103.955 E-0.09105 | G4 S0.35 ; dwell instead of retract | G1 X77.323 Y103.955 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
637.25,retract_suppressed,0.0,0.0,-0.00724,0.35,,,,G1 X78.592 Y103.956 E-0.00724,; [stabilizer] RETRACTION SUPPRESSED: G1 X78.592 Y103.956 E-0.00724 | G4 S0.35 ; dwell instead of retract | G1 X78.592 Y103.956 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
637.6,retract_suppressed,0.0,0.0,-0.10129,0.35,,,,G1 X66.046 Y91.409 E-0.10129,; [stabilizer] RETRACTION SUPPRESSED: G1 X66.046 Y91.409 E-0.10129 | G4 S0.35 ; dwell instead of retract | G1 X66.046 Y91.409 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
637.95,retract_suppressed,0.0,0.0,-0.00724,0.35,,,,G1 X66.045 Y90.141 E-0.00724,; [stabilizer] RETRACTION SUPPRESSED: G1 X66.045 Y90.141 E-0.00724 | G4 S0.35 ; dwell instead of retract | G1 X66.045 Y90.141 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
638.3,retract_suppressed,0.0,0.0,-0.11153,0.35,,,,G1 X79.860 Y103.956 E-0.11153,; [stabilizer] RETRACTION SUPPRESSED: G1 X79.860 Y103.956 E-0.11153 | G4 S0.35 ; dwell instead of retract | G1 X79.860 Y103.956 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
638.65,retract_suppressed,0.0,0.0,-0.00724,0.35,,,,G1 X81.128 Y103.955 E-0.00724,; [stabilizer] RETRACTION SUPPRESSED: G1 X81.128 Y103.955 E-0.00724 | G4 S0.35 ; dwell instead of retract | G1 X81.128 Y103.955 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
639.0,retract_suppressed,0.0,0.0,-0.12177,0.35,,,,G1 X66.046 Y88.873 E-0.12177,; [stabilizer] RETRACTION SUPPRESSED: G1 X66.046 Y88.873 E-0.12177 | G4 S0.35 ; dwell instead of retract | G1 X66.046 Y88.873 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
639.35,retract_suppressed,0.0,0.0,-0.00724,0.35,,,,G1 X66.046 Y87.605 E-0.00724,; [stabilizer] RETRACTION SUPPRESSED: G1 X66.046 Y87.605 E-0.00724 | G4 S0.35 ; dwell instead of retract | G1 X66.046 Y87.605 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
639.7,retract_suppressed,0.0,0.0,-0.13201,0.35,,,,G1 X82.396 Y103.955 E-0.13201,; [stabilizer] RETRACTION SUPPRESSED: G1 X82.396 Y103.955 E-0.13201 | G4 S0.35 ; dwell instead of retract | G1 X82.396 Y103.955 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
640.05,retract_suppressed,0.0,0.0,-0.00724,0.35,,,,G1 X83.664 Y103.956 E-0.00724,; [stabilizer] RETRACTION SUPPRESSED: G1 X83.664 Y103.956 E-0.00724 | G4 S0.35 ; dwell instead of retract | G1 X83.664 Y103.956 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
640.4,retract_suppressed,0.0,0.0,-0.14225,0.35,,,,G1 X66.046 Y86.337 E-0.14225,; [stabilizer] RETRACTION SUPPRESSED: G1 X66.046 Y86.337 E-0.14225 | G4 S0.35 ; dwell instead of retract | G1 X66.046 Y86.337 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
640.75,retract_suppressed,0.0,0.0,-0.00724,0.35,,,,G1 X66.046 Y85.068 E-0.00724,; [stabilizer] RETRACTION SUPPRESSED: G1 X66.046 Y85.068 E-0.00724 | G4 S0.35 ; dwell instead of retract | G1 X66.046 Y85.068 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
641.1,retract_suppressed,0.0,0.0,-0.06891,0.35,,,,G1 X74.580 Y93.603 E-0.06891,; [stabilizer] RETRACTION SUPPRESSED: G1 X74.580 Y93.603 E-0.06891 | G4 S0.35 ; dwell instead of retract | G1 X74.580 Y93.603 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
641.45,retract_suppressed,0.0,0.0,-0.00467,0.35,,,,G1 X74.269 Y92.848 E-0.00467,; [stabilizer] RETRACTION SUPPRESSED: G1 X74.269 Y92.848 E-0.00467 | G4 S0.35 ; dwell instead of retract | G1 X74.269 Y92.848 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
641.8,retract_suppressed,0.0,0.0,-0.00531,0.35,,,,G1 X74.168 Y91.923 E-0.00531,; [stabilizer] RETRACTION SUPPRESSED: G1 X74.168 Y91.923 E-0.00531 | G4 S0.35 ; dwell instead of retract | G1 X74.168 Y91.923 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
642.15,retract_suppressed,0.0,0.0,-0.06558,0.35,,,,G1 X66.046 Y83.800 E-0.06558,; [stabilizer] RETRACTION SUPPRESSED: G1 X66.046 Y83.800 E-0.06558 | G4 S0.35 ; dwell instead of retract | G1 X66.046 Y83.800 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
642.5,retract_suppressed,0.0,0.0,-0.00724,0.35,,,,G1 X66.046 Y82.532 E-0.00724,; [stabilizer] RETRACTION SUPPRESSED: G1 X66.046 Y82.532 E-0.00724 | G4 S0.35 ; dwell instead of retract | G1 X66.046 Y82.532 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
642.85,retract_suppressed,0.0,0.0,-0.06433,0.35,,,,G1 X74.013 Y90.500 E-0.06433,; [stabilizer] RETRACTION SUPPRESSED: G1 X74.013 Y90.500 E-0.06433 | G4 S0.35 ; dwell instead of retract | G1 X74.013 Y90.500 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
643.2,retract_suppressed,0.0,0.0,-0.00363,0.35,,,,G1 X73.945 Y89.868 E-0.00363,; [stabilizer] RETRACTION SUPPRESSED: G1 X73.945 Y89.868 E-0.00363 | G4 S0.35 ; dwell instead of retract | G1 X73.945 Y89.868 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
643.55,retract_suppressed,0.0,0.0,-0.0037,0.35,,,,G1 X74.004 Y89.222 E-0.00370,; [stabilizer] RETRACTION SUPPRESSED: G1 X74.004 Y89.222 E-0.00370 | G4 S0.35 ; dwell instead of retract | G1 X74.004 Y89.222 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
643.9,retract_suppressed,0.0,0.0,-0.06425,0.35,,,,G1 X66.046 Y81.264 E-0.06425,; [stabilizer] RETRACTION SUPPRESSED: G1 X66.046 Y81.264 E-0.06425 | G4 S0.35 ; dwell instead of retract | G1 X66.046 Y81.264 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
644.25,retract_suppressed,0.0,0.0,-0.00724,0.35,,,,G1 X66.046 Y79.996 E-0.00724,; [stabilizer] RETRACTION SUPPRESSED: G1 X66.046 Y79.996 E-0.00724 | G4 S0.35 ; dwell instead of retract | G1 X66.046 Y79.996 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
644.6,retract_suppressed,0.0,0.0,-0.06526,0.35,,,,G1 X74.129 Y88.079 E-0.06526,; [stabilizer] RETRACTION SUPPRESSED: G1 X74.129 Y88.079 E-0.06526 | G4 S0.35 ; dwell instead of retract | G1 X74.129 Y88.079 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
644.95,retract_suppressed,0.0,0.0,-0.00642,0.35,,,,G1 X74.282 Y86.964 E-0.00642,; [stabilizer] RETRACTION SUPPRESSED: G1 X74.282 Y86.964 E-0.00642 | G4 S0.35 ; dwell instead of retract | G1 X74.282 Y86.964 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
645.3,retract_suppressed,0.0,0.0,-0.0665,0.35,,,,G1 X66.046 Y78.727 E-0.06650,; [stabilizer] RETRACTION SUPPRESSED: G1 X66.046 Y78.727 E-0.06650 | G4 S0.35 ; dwell instead of retract | G1 X66.046 Y78.727 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
645.65,retract_suppressed,0.0,0.0,-0.00724,0.35,,,,G1 X66.046 Y77.459 E-0.00724,; [stabilizer] RETRACTION SUPPRESSED: G1 X66.046 Y77.459 E-0.00724 | G4 S0.35 ; dwell instead of retract | G1 X66.046 Y77.459 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
646.0,retract_suppressed,0.0,0.0,-0.06928,0.35,,,,G1 X74.627 Y86.040 E-0.06928,; [stabilizer] RETRACTION SUPPRESSED: G1 X74.627 Y86.040 E-0.06928 | G4 S0.35 ; dwell instead of retract | G1 X74.627 Y86.040 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
646.35,retract_suppressed,0.0,0.0,-0.00557,0.35,,,,G1 X74.988 Y85.134 E-0.00557,; [stabilizer] RETRACTION SUPPRESSED: G1 X74.988 Y85.134 E-0.00557 | G4 S0.35 ; dwell instead of retract | G1 X74.988 Y85.134 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
646.7,retract_suppressed,0.0,0.0,-0.0722,0.35,,,,G1 X66.046 Y76.191 E-0.07220,; [stabilizer] RETRACTION SUPPRESSED: G1 X66.046 Y76.191 E-0.07220 | G4 S0.35 ; dwell instead of retract | G1 X66.046 Y76.191 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
647.05,retract_suppressed,0.0,0.0,-0.00724,0.35,,,,G1 X66.045 Y74.923 E-0.00724,; [stabilizer] RETRACTION SUPPRESSED: G1 X66.045 Y74.923 E-0.00724 | G4 S0.35 ; dwell instead of retract | G1 X66.045 Y74.923 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
647.4,retract_suppressed,0.0,0.0,-0.07641,0.35,,,,G1 X75.509 Y84.387 E-0.07641,; [stabilizer] RETRACTION SUPPRESSED: G1 X75.509 Y84.387 E-0.07641 | G4 S0.35 ; dwell instead of retract | G1 X75.509 Y84.387 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
647.75,retract_suppressed,0.0,0.0,-0.0052,0.35,,,,G1 X76.030 Y83.639 E-0.00520,; [stabilizer] RETRACTION SUPPRESSED: G1 X76.030 Y83.639 E-0.00520 | G4 S0.35 ; dwell instead of retract | G1 X76.030 Y83.639 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
648.1,retract_suppressed,0.0,0.0,-0.08061,0.35,,,,G1 X66.045 Y73.655 E-0.08061,; [stabilizer] RETRACTION SUPPRESSED: G1 X66.045 Y73.655 E-0.08061 | G4 S0.35 ; dwell instead of retract | G1 X66.045 Y73.655 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
648.45,retract_suppressed,0.0,0.0,-0.00724,0.35,,,,G1 X66.045 Y72.386 E-0.00724,; [stabilizer] RETRACTION SUPPRESSED: G1 X66.045 Y72.386 E-0.00724 | G4 S0.35 ; dwell instead of retract | G1 X66.045 Y72.386 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
648.8,retract_suppressed,0.0,0.0,-0.08482,0.35,,,,G1 X76.551 Y82.892 E-0.08482,; [stabilizer] RETRACTION SUPPRESSED: G1 X76.551 Y82.892 E-0.08482 | G4 S0.35 ; dwell instead of retract | G1 X76.551 Y82.892 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
649.15,retract_suppressed,0.0,0.0,-0.0052,0.35,,,,G1 X77.072 Y82.145 E-0.00520,; [stabilizer] RETRACTION SUPPRESSED: G1 X77.072 Y82.145 E-0.00520 | G4 S0.35 ; dwell instead of retract | G1 X77.072 Y82.145 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
649.5,retract_suppressed,0.0,0.0,-0.08903,0.35,,,,G1 X66.045 Y71.118 E-0.08903,; [stabilizer] RETRACTION SUPPRESSED: G1 X66.045 Y71.118 E-0.08903 | G4 S0.35 ; dwell instead of retract | G1 X66.045 Y71.118 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
649.85,retract_suppressed,0.0,0.0,-0.00724,0.35,,,,G1 X66.045 Y69.850 E-0.00724,; [stabilizer] RETRACTION SUPPRESSED: G1 X66.045 Y69.850 E-0.00724 | G4 S0.35 ; dwell instead of retract | G1 X66.045 Y69.850 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
650.2,retract_suppressed,0.0,0.0,-0.0939,0.35,,,,G1 X77.676 Y81.480 E-0.09390,; [stabilizer] RETRACTION SUPPRESSED: G1 X77.676 Y81.480 E-0.09390 | G4 S0.35 ; dwell instead of retract | G1 X77.676 Y81.480 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
650.55,retract_suppressed,0.0,0.0,-0.00512,0.35,,,,G1 X78.308 Y80.845 E-0.00512,; [stabilizer] RETRACTION SUPPRESSED: G1 X78.308 Y80.845 E-0.00512 | G4 S0.35 ; dwell instead of retract | G1 X78.308 Y80.845 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
650.9,retract_suppressed,0.0,0.0,-0.099,0.35,,,,G1 X66.045 Y68.582 E-0.09900,; [stabilizer] RETRACTION SUPPRESSED: G1 X66.045 Y68.582 E-0.09900 | G4 S0.35 ; dwell instead of retract | G1 X66.045 Y68.582 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
651.25,retract_suppressed,0.0,0.0,-0.00724,0.35,,,,G1 X66.045 Y67.314 E-0.00724,; [stabilizer] RETRACTION SUPPRESSED: G1 X66.045 Y67.314 E-0.00724 | G4 S0.35 ; dwell instead of retract | G1 X66.045 Y67.314 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
651.6,retract_suppressed,0.0,0.0,-0.10411,0.35,,,,G1 X78.941 Y80.209 E-0.10411,; [stabilizer] RETRACTION SUPPRESSED: G1 X78.941 Y80.209 E-0.10411 | G4 S0.35 ; dwell instead of retract | G1 X78.941 Y80.209 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
651.95,retract_suppressed,0.0,0.0,-0.00512,0.35,,,,G1 X79.573 Y79.573 E-0.00512,; [stabilizer] RETRACTION SUPPRESSED: G1 X79.573 Y79.573 E-0.00512 | G4 S0.35 ; dwell instead of retract | G1 X79.573 Y79.573 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
652.3,retract_suppressed,0.0,0.0,-0.10922,0.35,,,,G1 X66.046 Y66.045 E-0.10922,; [stabilizer] RETRACTION SUPPRESSED: G1 X66.046 Y66.045 E-0.10922 | G4 S0.35 ; dwell instead of retract | G1 X66.046 Y66.045 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
652.65,retract_suppressed,0.0,0.0,-0.00724,0.35,,,,G1 X67.314 Y66.045 E-0.00724,; [stabilizer] RETRACTION SUPPRESSED: G1 X67.314 Y66.045 E-0.00724 | G4 S0.35 ; dwell instead of retract | G1 X67.314 Y66.045 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
653.0,retract_suppressed,0.0,0.0,-0.10409,0.35,,,,G1 X80.206 Y78.938 E-0.10409,; [stabilizer] RETRACTION SUPPRESSED: G1 X80.206 Y78.938 E-0.10409 | G4 S0.35 ; dwell instead of retract | G1 X80.206 Y78.938 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
653.35,retract_suppressed,0.0,0.0,-0.00213,0.35,,,,G1 X80.469 Y78.673 E-0.00213,; [stabilizer] RETRACTION SUPPRESSED: G1 X80.469 Y78.673 E-0.00213 | G4 S0.35 ; dwell instead of retract | G1 X80.469 Y78.673 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
653.7,retract_suppressed,0.0,0.0,-0.003,0.35,,,,G1 X80.869 Y78.332 E-0.00300,; [stabilizer] RETRACTION SUPPRESSED: G1 X80.869 Y78.332 E-0.00300 | G4 S0.35 ; dwell instead of retract | G1 X80.869 Y78.332 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
654.05,retract_suppressed,0.0,0.0,-0.0992,0.35,,,,G1 X68.582 Y66.045 E-0.09920,; [stabilizer] RETRACTION SUPPRESSED: G1 X68.582 Y66.045 E-0.09920 | G4 S0.35 ; dwell instead of retract | G1 X68.582 Y66.045 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
654.4,retract_suppressed,0.0,0.0,-0.00724,0.35,,,,G1 X69.850 Y66.045 E-0.00724,; [stabilizer] RETRACTION SUPPRESSED: G1 X69.850 Y66.045 E-0.00724 | G4 S0.35 ; dwell instead of retract | G1 X69.850 Y66.045 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
654.75,retract_suppressed,0.0,0.0,-0.09449,0.35,,,,G1 X81.553 Y77.749 E-0.09449,; [stabilizer] RETRACTION SUPPRESSED: G1 X81.553 Y77.749 E-0.09449 | G4 S0.35 ; dwell instead of retract | G1 X81.553 Y77.749 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
655.1,retract_suppressed,0.0,0.0,-0.00514,0.35,,,,G1 X82.238 Y77.165 E-0.00514,; [stabilizer] RETRACTION SUPPRESSED: G1 X82.238 Y77.165 E-0.00514 | G4 S0.35 ; dwell instead of retract | G1 X82.238 Y77.165 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
655.45,retract_suppressed,0.0,0.0,-0.08977,0.35,,,,G1 X71.118 Y66.045 E-0.08977,; [stabilizer] RETRACTION SUPPRESSED: G1 X71.118 Y66.045 E-0.08977 | G4 S0.35 ; dwell instead of retract | G1 X71.118 Y66.045 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
655.8,retract_suppressed,0.0,0.0,-0.00724,0.35,,,,G1 X72.387 Y66.045 E-0.00724,; [stabilizer] RETRACTION SUPPRESSED: G1 X72.387 Y66.045 E-0.00724 | G4 S0.35 ; dwell instead of retract | G1 X72.387 Y66.045 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
656.15,retract_suppressed,0.0,0.0,-0.08506,0.35,,,,G1 X82.922 Y76.581 E-0.08506,; [stabilizer] RETRACTION SUPPRESSED: G1 X82.922 Y76.581 E-0.08506 | G4 S0.35 ; dwell instead of retract | G1 X82.922 Y76.581 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
656.5,retract_suppressed,0.0,0.0,-0.00514,0.35,,,,G1 X83.607 Y75.997 E-0.00514,; [stabilizer] RETRACTION SUPPRESSED: G1 X83.607 Y75.997 E-0.00514 | G4 S0.35 ; dwell instead of retract | G1 X83.607 Y75.997 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
656.85,retract_suppressed,0.0,0.0,-0.08035,0.35,,,,G1 X73.655 Y66.045 E-0.08035,; [stabilizer] RETRACTION SUPPRESSED: G1 X73.655 Y66.045 E-0.08035 | G4 S0.35 ; dwell instead of retract | G1 X73.655 Y66.045 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
657.2,retract_suppressed,0.0,0.0,-0.00724,0.35,,,,G1 X74.923 Y66.045 E-0.00724,; [stabilizer] RETRACTION SUPPRESSED: G1 X74.923 Y66.045 E-0.00724 | G4 S0.35 ; dwell instead of retract | G1 X74.923 Y66.045 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
657.55,retract_suppressed,0.0,0.0,-0.07564,0.35,,,,G1 X84.291 Y75.414 E-0.07564,; [stabilizer] RETRACTION SUPPRESSED: G1 X84.291 Y75.414 E-0.07564 | G4 S0.35 ; dwell instead of retract | G1 X84.291 Y75.414 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
657.9,retract_suppressed,0.0,0.0,-0.00514,0.35,,,,G1 X84.976 Y74.830 E-0.00514,; [stabilizer] RETRACTION SUPPRESSED: G1 X84.976 Y74.830 E-0.00514 | G4 S0.35 ; dwell instead of retract | G1 X84.976 Y74.830 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
658.25,retract_suppressed,0.0,0.0,-0.07092,0.35,,,,G1 X76.191 Y66.045 E-0.07092,; [stabilizer] RETRACTION SUPPRESSED: G1 X76.191 Y66.045 E-0.07092 | G4 S0.35 ; dwell instead of retract | G1 X76.191 Y66.045 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
658.6,retract_suppressed,0.0,0.0,-0.00724,0.35,,,,G1 X77.459 Y66.045 E-0.00724,; [stabilizer] RETRACTION SUPPRESSED: G1 X77.459 Y66.045 E-0.00724 | G4 S0.35 ; dwell instead of retract | G1 X77.459 Y66.045 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
658.95,retract_suppressed,0.0,0.0,-0.09565,0.35,,,,G1 X89.306 Y77.893 E-0.09565,; [stabilizer] RETRACTION SUPPRESSED: G1 X89.306 Y77.893 E-0.09565 | G4 S0.35 ; dwell instead of retract | G1 X89.306 Y77.893 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
659.3,retract_suppressed,0.0,0.0,-4.0,0.35,,,,G1 E-4.00000 F1800.00000,; [stabilizer] RETRACTION SUPPRESSED: G1 E-4.00000 F1800.00000 | G4 S0.35 ; dwell instead of retract | G1 E0.600 F1800.0 ; micro-prime after dwell
659.65,retract_suppressed,0.0,0.0,-4.0,0.35,,,,G1 E-4.00000 F1800.00000,; [stabilizer] RETRACTION SUPPRESSED: G1 E-4.00000 F1800.00000 | G4 S0.35 ; dwell instead of retract | G1 E0.600 F1800.0 ; micro-prime after dwell
660.0,retract_suppressed,0.0,0.0,-0.00908,0.35,,,,G1 X103.403 Y86.917 E-0.00908,; [stabilizer] RETRACTION SUPPRESSED: G1 X103.403 Y86.917 E-0.00908 | G4 S0.35 ; dwell instead of retract | G1 X103.403 Y86.917 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
660.35,retract_suppressed,0.0,0.0,-0.24666,0.35,,,,G1 X133.955 Y117.468 E-0.24666,; [stabilizer] RETRACTION SUPPRESSED: G1 X133.955 Y117.468 E-0.24666 | G4 S0.35 ; dwell instead of retract | G1 X133.955 Y117.468 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
660.7,retract_suppressed,0.0,0.0,-0.07525,0.35,,,,G1 X124.634 Y109.416 E-0.07525,; [stabilizer] RETRACTION SUPPRESSED: G1 X124.634 Y109.416 E-0.07525 | G4 S0.35 ; dwell instead of retract | G1 X124.634 Y109.416 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
661.05,retract_suppressed,0.0,0.0,-0.01097,0.35,,,,G1 X125.507 Y111.128 E-0.01097,; [stabilizer] RETRACTION SUPPRESSED: G1 X125.507 Y111.128 E-0.01097 | G4 S0.35 ; dwell instead of retract | G1 X125.507 Y111.128 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
661.4,retract_suppressed,0.0,0.0,-0.00294,0.35,,,,G1 X125.587 Y111.637 E-0.00294,; [stabilizer] RETRACTION SUPPRESSED: G1 X125.587 Y111.637 E-0.00294 | G4 S0.35 ; dwell instead of retract | G1 X125.587 Y111.637 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
661.75,retract_suppressed,0.0,0.0,-0.06755,0.35,,,,G1 X133.955 Y120.004 E-0.06755,; [stabilizer] RETRACTION SUPPRESSED: G1 X133.955 Y120.004 E-0.06755 | G4 S0.35 ; dwell instead of retract | G1 X133.955 Y120.004 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
662.1,retract_suppressed,0.0,0.0,-0.00724,0.35,,,,G1 X133.954 Y121.272 E-0.00724,; [stabilizer] RETRACTION SUPPRESSED: G1 X133.954 Y121.272 E-0.00724 | G4 S0.35 ; dwell instead of retract | G1 X133.954 Y121.272 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
662.45,retract_suppressed,0.0,0.0,-0.06563,0.35,,,,G1 X125.826 Y113.144 E-0.06563,; [stabilizer] RETRACTION SUPPRESSED: G1 X125.826 Y113.144 E-0.06563 | G4 S0.35 ; dwell instead of retract | G1 X125.826 Y113.144 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
662.8,retract_suppressed,0.0,0.0,-0.00871,0.35,,,,G1 X126.064 Y114.650 E-0.00871,; [stabilizer] RETRACTION SUPPRESSED: G1 X126.064 Y114.650 E-0.00871 | G4 S0.35 ; dwell instead of retract | G1 X126.064 Y114.650 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
